EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105238) of GREECE, CHANIA (STAID: 754)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   754,105238,19590406,    0,    0
   754,105238,19590407,    0,    0
   754,105238,19590408,    0,    0
   754,105238,19590409,    0,    0
   754,105238,19590410,    0,    0
   754,105238,19590411,    0,    0
   754,105238,19590412,    0,    0
   754,105238,19590413,    0,    0
   754,105238,19590414,    0,    0
   754,105238,19590415,    0,    0
   754,105238,19590416,    0,    0
   754,105238,19590417,    0,    0
   754,105238,19590418,    0,    0
   754,105238,19590419,    0,    0
   754,105238,19590420,    0,    0
   754,105238,19590421,    0,    0
   754,105238,19590422,    4,    0
   754,105238,19590423,   14,    0
   754,105238,19590424,    0,    0
   754,105238,19590425,    0,    0
   754,105238,19590426,    0,    0
   754,105238,19590427,  112,    0
   754,105238,19590428,    0,    0
   754,105238,19590429,    0,    0
   754,105238,19590430,    0,    0
   754,105238,19590501,    0,    0
   754,105238,19590502,    0,    0
   754,105238,19590503,    0,    0
   754,105238,19590504,    0,    0
   754,105238,19590505,    0,    0
   754,105238,19590506,    0,    0
   754,105238,19590507,    0,    0
   754,105238,19590508,    0,    0
   754,105238,19590509,    0,    0
   754,105238,19590510,    0,    0
   754,105238,19590511,    0,    0
   754,105238,19590512,    0,    0
   754,105238,19590513,    0,    0
   754,105238,19590514,    0,    0
   754,105238,19590515,    0,    0
   754,105238,19590516,   24,    0
   754,105238,19590517,   30,    0
   754,105238,19590518,    0,    0
   754,105238,19590519,    0,    0
   754,105238,19590520,    0,    0
   754,105238,19590521,    0,    0
   754,105238,19590522,    0,    0
   754,105238,19590523,    0,    0
   754,105238,19590524,    0,    0
   754,105238,19590525,    0,    0
   754,105238,19590526,    0,    0
   754,105238,19590527,    0,    0
   754,105238,19590528,    0,    0
   754,105238,19590529,    0,    0
   754,105238,19590530,    0,    0
   754,105238,19590531,    0,    0
   754,105238,19590601,    0,    0
   754,105238,19590602,    0,    0
   754,105238,19590603,    3,    0
   754,105238,19590604,    0,    0
   754,105238,19590605,    0,    0
   754,105238,19590606,    0,    0
   754,105238,19590607,    0,    0
   754,105238,19590608,    0,    0
   754,105238,19590609,    0,    0
   754,105238,19590610,    0,    0
   754,105238,19590611,    0,    0
   754,105238,19590612,    0,    0
   754,105238,19590613,    0,    0
   754,105238,19590614,    0,    0
   754,105238,19590615,    0,    0
   754,105238,19590616,    0,    0
   754,105238,19590617,    0,    0
   754,105238,19590618,    0,    0
   754,105238,19590619,    0,    0
   754,105238,19590620,    0,    0
   754,105238,19590621,    0,    0
   754,105238,19590622,    0,    0
   754,105238,19590623,    0,    0
   754,105238,19590624,    0,    0
   754,105238,19590625,    0,    0
   754,105238,19590626,    0,    0
   754,105238,19590627,    0,    0
   754,105238,19590628,    0,    0
   754,105238,19590629,    0,    0
   754,105238,19590630,    0,    0
   754,105238,19590701,    0,    0
   754,105238,19590702,    0,    0
   754,105238,19590703,   20,    0
   754,105238,19590704,    0,    0
   754,105238,19590705,    0,    0
   754,105238,19590706,    0,    0
   754,105238,19590707,    0,    0
   754,105238,19590708,    0,    0
   754,105238,19590709,    0,    0
   754,105238,19590710,    0,    0
   754,105238,19590711,    0,    0
   754,105238,19590712,    0,    0
   754,105238,19590713,    0,    0
   754,105238,19590714,    0,    0
   754,105238,19590715,    0,    0
   754,105238,19590716,    0,    0
   754,105238,19590717,    0,    0
   754,105238,19590718,    0,    0
   754,105238,19590719,    0,    0
   754,105238,19590720,    0,    0
   754,105238,19590721,    0,    0
   754,105238,19590722,    0,    0
   754,105238,19590723,    0,    0
   754,105238,19590724,    0,    0
   754,105238,19590725,    0,    0
   754,105238,19590726,    0,    0
   754,105238,19590727,    0,    0
   754,105238,19590728,    0,    0
   754,105238,19590729,    0,    0
   754,105238,19590730,    0,    0
   754,105238,19590731,    0,    0
   754,105238,19590801,    0,    0
   754,105238,19590802,    0,    0
   754,105238,19590803,    0,    0
   754,105238,19590804,    0,    0
   754,105238,19590805,    0,    0
   754,105238,19590806,    0,    0
   754,105238,19590807,    0,    0
   754,105238,19590808,    0,    0
   754,105238,19590809,    0,    0
   754,105238,19590810,    0,    0
   754,105238,19590811,    0,    0
   754,105238,19590812,    0,    0
   754,105238,19590813,    0,    0
   754,105238,19590814,    0,    0
   754,105238,19590815,    0,    0
   754,105238,19590816,    0,    0
   754,105238,19590817,    0,    0
   754,105238,19590818,    0,    0
   754,105238,19590819,    0,    0
   754,105238,19590820,    0,    0
   754,105238,19590821,    0,    0
   754,105238,19590822,    0,    0
   754,105238,19590823,    0,    0
   754,105238,19590824,    0,    0
   754,105238,19590825,    0,    0
   754,105238,19590826,    0,    0
   754,105238,19590827,    0,    0
   754,105238,19590828,    0,    0
   754,105238,19590829,    0,    0
   754,105238,19590830,    0,    0
   754,105238,19590831,    0,    0
   754,105238,19590901,    0,    0
   754,105238,19590902,    0,    0
   754,105238,19590903,    0,    0
   754,105238,19590904,    0,    0
   754,105238,19590905,    0,    0
   754,105238,19590906,    0,    0
   754,105238,19590907,    0,    0
   754,105238,19590908,    0,    0
   754,105238,19590909,    0,    0
   754,105238,19590910,    0,    0
   754,105238,19590911,    0,    0
   754,105238,19590912,    0,    0
   754,105238,19590913,    0,    0
   754,105238,19590914,    0,    0
   754,105238,19590915,    0,    0
   754,105238,19590916,    0,    0
   754,105238,19590917,    0,    0
   754,105238,19590918,    0,    0
   754,105238,19590919,    4,    0
   754,105238,19590920,    2,    0
   754,105238,19590921,    0,    0
   754,105238,19590922,    0,    0
   754,105238,19590923,    0,    0
   754,105238,19590924,    0,    0
   754,105238,19590925,    0,    0
   754,105238,19590926,    0,    0
   754,105238,19590927,    0,    0
   754,105238,19590928,    0,    0
   754,105238,19590929,    0,    0
   754,105238,19590930,    0,    0
   754,105238,19591001,    0,    0
   754,105238,19591002,    0,    0
   754,105238,19591003,    0,    0
   754,105238,19591004,    0,    0
   754,105238,19591005,    0,    0
   754,105238,19591006,    0,    0
   754,105238,19591007,    3,    0
   754,105238,19591008,    0,    0
   754,105238,19591009,   52,    0
   754,105238,19591010,  273,    0
   754,105238,19591011,    0,    0
   754,105238,19591012,   16,    0
   754,105238,19591013,  129,    0
   754,105238,19591014,    3,    0
   754,105238,19591015,    0,    0
   754,105238,19591016,    0,    0
   754,105238,19591017,    0,    0
   754,105238,19591018,    0,    0
   754,105238,19591019,    3,    0
   754,105238,19591020,    2,    0
   754,105238,19591021,    2,    0
   754,105238,19591022,    0,    0
   754,105238,19591023,    0,    0
   754,105238,19591024,   36,    0
   754,105238,19591025,   85,    0
   754,105238,19591026,   50,    0
   754,105238,19591027,    0,    0
   754,105238,19591028,    0,    0
   754,105238,19591029,    0,    0
   754,105238,19591030,    0,    0
   754,105238,19591031,    0,    0
   754,105238,19591101,    4,    0
   754,105238,19591102,    0,    0
   754,105238,19591103,    0,    0
   754,105238,19591104,   13,    0
   754,105238,19591105,    2,    0
   754,105238,19591106,    0,    0
   754,105238,19591107,    0,    0
   754,105238,19591108,    0,    0
   754,105238,19591109,   44,    0
   754,105238,19591110,   42,    0
   754,105238,19591111,    0,    0
   754,105238,19591112,    0,    0
   754,105238,19591113,    0,    0
   754,105238,19591114,  164,    0
   754,105238,19591115,   58,    0
   754,105238,19591116,    0,    0
   754,105238,19591117,    0,    0
   754,105238,19591118,    0,    0
   754,105238,19591119,    0,    0
   754,105238,19591120,    0,    0
   754,105238,19591121,    0,    0
   754,105238,19591122,    0,    0
   754,105238,19591123,    4,    0
   754,105238,19591124,    7,    0
   754,105238,19591125,    0,    0
   754,105238,19591126,    0,    0
   754,105238,19591127,    0,    0
